date,price,mweb,virtune_ltc,lealana,ltcn,lite-de,cbltc,bitw,lits,eltc,ltcc,luxx,thorchain,total_ltc,total_usd
2021-09-17 00:00:00,185.889563123521,0,0,11925,1546738.94132574,0,0,0,0,0,0,0,0,1558663.94132574,289739359.10942715
2021-09-18 00:00:00,180.056737846067,0,0,11925,1546738.94132574,0,0,0,0,0,0,0,0,1558663.94132574,280647944.6734063
2021-09-19 00:00:00,181.66198761002,0,0,11925,1546738.94132574,0,0,0,0,0,0,0,0,1558663.94132574,283149989.5973015
2021-09-20 00:00:00,176.031973275946,0,0,11925,1546738.94132574,0,0,0,0,0,0,0,0,1558663.94132574,274374689.26563334
2021-09-21 00:00:00,157.486040638023,0,0,11925,1546738.94132574,0,0,0,0,0,0,0,0,1558663.94132574,245467812.8046466
2021-09-22 00:00:00,146.988526580652,0,0,11925,1546738.94132574,0,0,0,0,0,0,0,0,1558663.94132574,229105716.16986236
2021-09-23 00:00:00,160.90906687722,0,0,11925,1546738.94132574,0,0,0,0,0,0,0,0,1558663.94132574,250803160.3738948
2021-09-24 00:00:00,164.327581054392,0,0,11925,1546738.94132574,0,0,0,0,0,0,0,0,1558663.94132574,256131475.15476364
2021-09-25 00:00:00,151.952028918372,0,0,11925,1546738.94132574,0,0,0,0,0,0,0,0,1558663.94132574,236842148.28635252
2021-09-26 00:00:00,151.907666981391,0,0,11925,1546738.94132574,0,0,0,0,0,0,0,0,1558663.94132574,236773002.93481287
2021-09-27 00:00:00,150.656072668923,0,0,11925,1546738.94132574,0,0,0,0,0,0,0,0,1558663.94132574,234822188.01080063
2021-09-28 00:00:00,145.060855403156,0,0,11925,1546738.94132574,0,0,0,0,0,0,0,0,1558663.94132574,226101124.61476642
2021-09-29 00:00:00,140.406125361722,0,0,11925,1546738.94132574,0,0,0,0,0,0,0,0,1558663.94132574,218845964.74257752
2021-09-30 00:00:00,145.033388843201,0,0,11925,1572924.94010839,0,0,0,0,0,0,0,0,1584849.94010839,229856157.62186396
2021-10-01 00:00:00,153.145375949921,0,0,11925,1572924.94010839,0,0,0,0,0,0,0,0,1584849.94010839,242712439.90210918
2021-10-02 00:00:00,166.032984449231,0,0,11925,1572924.94010839,0,0,0,0,0,0,0,0,1584849.94010839,263137365.46038103
2021-10-03 00:00:00,169.658307335758,0,0,11925,1572924.94010839,0,0,0,0,0,0,0,0,1584849.94010839,268882958.2199669
2021-10-04 00:00:00,170.965270374441,0,0,11925,1572924.94010839,0,0,0,0,0,0,0,0,1584849.94010839,270954298.51354754
2021-10-05 00:00:00,167.545492584437,0,0,11925,1572924.94010839,0,0,0,0,0,0,0,0,1584849.94010839,265534463.88787568
2021-10-06 00:00:00,174.118109250082,0,0,11900,1572924.94010839,0,0,0,0,0,0,0,0,1584824.94010839,275946722.06404734
2021-10-07 00:00:00,179.199933604887,0,0,11900,1572924.94010839,0,0,0,0,0,0,0,0,1584824.94010839,284000524.0427925
2021-10-08 00:00:00,179.056332725374,0,0,11900,1572924.94010839,0,0,0,0,0,0,0,0,1584824.94010839,283772941.7875188
2021-10-09 00:00:00,175.969071292408,0,0,11900,1572924.94010839,0,0,0,0,0,0,0,0,1584824.94010839,278880172.8719195
2021-10-10 00:00:00,179.983616130105,0,0,11900,1572924.94010839,0,0,0,0,0,0,0,0,1584824.94010839,285242523.6538851
2021-10-11 00:00:00,175.434910363817,0,0,11900,1572924.94010839,0,0,0,0,0,0,0,0,1584824.94010839,278033621.3102571
2021-10-12 00:00:00,179.310641820839,0,0,11900,1572924.94010839,0,0,0,0,0,0,0,0,1584824.94010839,284175977.18450814
2021-10-13 00:00:00,172.387122636002,0,0,11900,1572924.94010839,0,0,0,0,0,0,0,0,1584824.94010839,273203411.3070596
2021-10-14 00:00:00,177.815385348712,0,0,11900,1572924.94010839,0,0,0,0,0,0,0,0,1584824.94010839,281806257.4356228
2021-10-15 00:00:00,180.360043479093,0,0,11900,1572924.94010839,0,0,0,0,0,0,0,0,1584824.94010839,285839095.1047002
2021-10-16 00:00:00,189.335150253555,0,0,11900,1572924.94010839,0,0,0,0,0,0,0,0,1584824.94010839,300063068.16100335
2021-10-17 00:00:00,187.151125946453,0,0,11900,1572924.94010839,0,0,0,0,0,0,0,0,1584824.94010839,296601771.96930516
2021-10-18 00:00:00,183.599867806794,0,0,11900,1572924.94010839,0,0,0,0,0,0,0,0,1584824.94010839,290973649.5008106
2021-10-19 00:00:00,185.53303678029,0,0,11900,1572924.94010839,0,0,0,0,0,0,0,0,1584824.94010839,294037383.9034508
2021-10-20 00:00:00,188.962531563864,0,0,11875,1572924.94010839,0,0,0,0,0,0,0,0,1584799.94010839,299467808.7051414
2021-10-21 00:00:00,207.669320264613,0,0,11875,1572924.94010839,0,0,0,0,0,0,0,0,1584799.94010839,329114326.31770873
2021-10-22 00:00:00,197.299132219756,0,0,11875,1572924.94010839,0,0,0,0,0,0,0,0,1584799.94010839,312679652.9253066
2021-10-23 00:00:00,191.703419092039,0,0,11875,1572924.94010839,0,0,0,0,0,0,0,0,1584799.94010839,303811567.095637
2021-10-24 00:00:00,196.032312696206,0,0,11875,1572924.94010839,0,0,0,0,0,0,0,0,1584799.94010839,310671997.42025644
2021-10-25 00:00:00,191.121079523822,0,0,11875,1572924.94010839,0,0,0,0,0,0,0,0,1584799.94010839,302888675.382804
2021-10-26 00:00:00,196.071682961041,0,0,11875,1572924.94010839,0,0,0,0,0,0,0,0,1584799.94010839,310734391.413609
2021-10-27 00:00:00,198.406009532926,0,0,11875,1572924.94010839,0,0,0,0,0,0,0,0,1584799.94010839,314433832.02492577
2021-10-28 00:00:00,180.241935943936,0,0,11875,1572924.94010839,0,0,0,0,0,0,0,0,1584799.94010839,285647409.28897005
2021-10-29 00:00:00,190.168429797688,0,0,11875,1572924.94010839,0,0,0,0,0,0,0,0,1584799.94010839,301378916.1538825
2021-10-30 00:00:00,196.704273970579,0,0,11875,1572924.94010839,0,0,0,0,0,0,0,0,1584799.94010839,311736921.60763794
2021-10-31 00:00:00,190.19468334995,0,0,11875,1572924.94010839,0,0,0,0,0,0,0,0,1584799.94010839,301420522.781935
2021-11-01 00:00:00,191.987113939977,0,0,11875,1572924.94010839,0,0,0,0,0,0,0,0,1584799.94010839,304261166.6736582
2021-11-02 00:00:00,198.151498605428,0,0,11875,1572924.94010839,0,0,0,0,0,0,0,0,1584799.94010839,314030483.12227005
2021-11-03 00:00:00,201.133134197178,0,0,11875,1572924.94010839,0,0,0,0,0,0,0,0,1584799.94010839,318755779.0295005
2021-11-04 00:00:00,207.324165039004,0,0,11875,1572924.94010839,0,0,0,0,0,0,0,0,1584799.94010839,328567324.3368355
2021-11-05 00:00:00,203.251962573603,0,0,11875,1572924.94010839,0,0,0,0,0,0,0,0,1584799.94010839,322113698.11355877
2021-11-06 00:00:00,200.14459857922,0,0,11875,1572924.94010839,0,0,0,0,0,0,0,0,1584799.94010839,317189147.84136564
2021-11-07 00:00:00,198.153345711096,0,0,11875,1572924.94010839,0,0,0,0,0,0,0,0,1584799.94010839,314033410.41522205
2021-11-08 00:00:00,202.051526572699,0,0,11875,1568728.67513,0,0,0,0,0,0,0,0,1580603.67513,319363385.4664349
2021-11-09 00:00:00,228.695270921356,0,0,11875,1568728.67513,0,0,0,0,0,0,0,0,1580603.67513,361476585.70314634
2021-11-10 00:00:00,264.459437224569,0,0,11875,1568728.67513,0,0,0,0,0,0,0,0,1580603.67513,418005558.39996535
2021-11-11 00:00:00,260.864724707527,0,0,11875,1568728.67513,0,0,0,0,0,0,0,0,1580603.67513,412323742.5844929
2021-11-12 00:00:00,263.058456523953,0,0,11875,1568728.67513,0,0,0,0,0,0,0,0,1580603.67513,415791163.15578544
2021-11-13 00:00:00,252.75667111053,0,0,11875,1568728.67513,0,0,0,0,0,0,0,0,1580603.67513,399508123.27092844
2021-11-14 00:00:00,258.569459394185,0,0,11875,1568728.67513,0,0,0,0,0,0,0,0,1580603.67513,408695837.79482615
2021-11-15 00:00:00,279.442464145379,0,0,11875,1568728.67513,0,0,0,0,0,0,0,0,1580603.67513,441687785.81556934
2021-11-16 00:00:00,264.487344625564,0,0,11875,1568728.67513,0,0,0,0,0,0,0,0,1580603.67513,418049668.9405413
2021-11-17 00:00:00,232.089186185833,0,0,11875,1568728.67513,0,0,0,0,0,0,0,0,1580603.67513,366841020.6432585
2021-11-18 00:00:00,229.583114653405,0,0,11875,1568728.67513,0,0,0,0,0,0,0,0,1580603.67513,362879914.7689641
2021-11-19 00:00:00,203.447018450285,0,0,11875,1568728.67513,0,0,0,0,0,0,0,0,1580603.67513,321569105.0567614
2021-11-20 00:00:00,219.278253427812,0,0,11875,1568728.67513,0,0,0,0,0,0,0,0,1580603.67513,346592013.24408716
2021-11-21 00:00:00,226.343632188046,0,0,11875,1568728.67513,0,0,0,0,0,0,0,0,1580603.67513,357759576.87869847
2021-11-22 00:00:00,224.272386364426,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,354474544.4984689
2021-11-23 00:00:00,209.642640486399,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,331351445.8847353
2021-11-24 00:00:00,217.131470380069,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,343187943.49559885
2021-11-25 00:00:00,212.13770953555,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,335295036.440074
2021-11-26 00:00:00,222.838063009141,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,352207519.44794834
2021-11-27 00:00:00,195.338146049355,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,308742424.6313888
2021-11-28 00:00:00,193.851706108056,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,306393026.51930857
2021-11-29 00:00:00,198.888826062918,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,314354464.9760364
2021-11-30 00:00:00,206.669117445177,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,326651633.1138481
2021-12-01 00:00:00,207.93930302933,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,328659229.6069783
2021-12-02 00:00:00,208.470862088728,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,329499387.2318585
2021-12-03 00:00:00,203.625931781396,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,321841714.8288561
2021-12-04 00:00:00,189.737692863197,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,299890607.7656132
2021-12-05 00:00:00,162.563126262384,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,256939746.65463328
2021-12-06 00:00:00,156.202437226368,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,246886336.2223991
2021-12-07 00:00:00,162.436429143825,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,256739495.05826646
2021-12-08 00:00:00,162.002617042549,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,256053831.7472788
2021-12-09 00:00:00,164.722261215408,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,260352375.339737
2021-12-10 00:00:00,152.486366925939,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,241012887.65201458
2021-12-11 00:00:00,149.07510653117,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,235621207.49823704
2021-12-12 00:00:00,157.987591680401,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,249707868.65539566
2021-12-13 00:00:00,158.978638604418,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,251274271.51337698
2021-12-14 00:00:00,144.636371299847,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,228605548.21544048
2021-12-15 00:00:00,150.575275609501,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,237992305.2483095
2021-12-16 00:00:00,153.235147948422,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,242196376.24896768
2021-12-17 00:00:00,149.225577640668,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,235859035.163355
2021-12-18 00:00:00,144.086402350904,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,227736292.7719812
2021-12-19 00:00:00,148.970117326011,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,235455266.424174
2021-12-20 00:00:00,153.445290365241,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,242528517.61817166
2021-12-21 00:00:00,153.175534827689,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,242102154.5119072
2021-12-22 00:00:00,155.340649627252,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,245524234.6654348
2021-12-23 00:00:00,155.624723668057,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,245973228.93463817
2021-12-24 00:00:00,163.684933766312,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,258712823.6277551
2021-12-25 00:00:00,161.583098401269,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,255390760.01701817
2021-12-26 00:00:00,158.793139955058,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,250981080.94139937
2021-12-27 00:00:00,156.371195006629,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,247153066.95219737
2021-12-28 00:00:00,156.056110791894,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,246655059.43862256
2021-12-29 00:00:00,146.336744121793,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,231293078.72825837
2021-12-30 00:00:00,145.505668399537,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,229979518.94113532
2021-12-31 00:00:00,148.035216394468,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,233977605.32094124
2022-01-01 00:00:00,146.604661455024,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,231716536.45392767
2022-01-02 00:00:00,151.085658213624,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,238798992.3489785
2022-01-03 00:00:00,151.506997323687,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,239464941.42786455
2022-01-04 00:00:00,148.680774429477,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,234997944.4456844
2022-01-05 00:00:00,146.723373594457,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,231904167.36219102
2022-01-06 00:00:00,135.934949093737,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,214852483.3687155
2022-01-07 00:00:00,136.510162019286,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,215761638.27217427
2022-01-08 00:00:00,131.425781238673,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,207725501.54361606
2022-01-09 00:00:00,129.729844659446,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,205044982.7505314
2022-01-10 00:00:00,131.18714226308,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,207348319.83371326
2022-01-11 00:00:00,126.825020497802,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,200453752.24623856
2022-01-12 00:00:00,131.628484762052,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,208045885.34245452
2022-01-13 00:00:00,141.755185664023,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,224051679.67000705
2022-01-14 00:00:00,136.698165481475,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,216058787.83527422
2022-01-15 00:00:00,144.727376363478,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,228749386.60321784
2022-01-16 00:00:00,147.960329336096,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,233859242.30561173
2022-01-17 00:00:00,146.612177595639,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,231728416.1175995
2022-01-18 00:00:00,151.761524737635,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,239867235.66740143
2022-01-19 00:00:00,141.61139916359,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,223824417.3883136
2022-01-20 00:00:00,136.961906331118,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,216475644.4044594
2022-01-21 00:00:00,130.424141692304,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,206142356.47744697
2022-01-22 00:00:00,113.48931581918,0,0,11825,1568728.67513,0,0,0,0,0,0,0,0,1580553.67513,179375955.20599422
2022-01-23 00:00:00,108.613223678455,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,170807597.23414096
2022-01-24 00:00:00,111.932585766534,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,176027700.67470703
2022-01-25 00:00:00,109.982507095017,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,172960963.11717483
2022-01-26 00:00:00,108.200059226707,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,170157845.52918684
2022-01-27 00:00:00,107.021848702071,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,168304965.17140615
2022-01-28 00:00:00,107.210425033299,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,168601524.54918176
2022-01-29 00:00:00,109.562413378954,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,172300314.29538578
2022-01-30 00:00:00,110.978701169571,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,174527600.31373942
2022-01-31 00:00:00,108.85087831373,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,171181338.2561647
2022-02-01 00:00:00,109.684956938443,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,172493029.0518762
2022-02-02 00:00:00,115.566997148293,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,181743257.7169736
2022-02-03 00:00:00,108.460766324583,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,170567839.37212738
2022-02-04 00:00:00,110.217534874842,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,173330573.08726493
2022-02-05 00:00:00,121.499158984672,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,191072308.77870873
2022-02-06 00:00:00,122.289111513869,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,192314605.88463598
2022-02-07 00:00:00,127.604390213799,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,200673532.6581624
2022-02-08 00:00:00,137.363350261942,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,216020692.61597827
2022-02-09 00:00:00,134.132750841286,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,210940179.34162897
2022-02-10 00:00:00,140.554776582704,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,221039601.39280415
2022-02-11 00:00:00,135.427018972268,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,212975574.50018013
2022-02-12 00:00:00,126.1021838625,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,198311129.17978975
2022-02-13 00:00:00,126.691199369503,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,199237428.207454
2022-02-14 00:00:00,126.285394054422,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,198599249.64625937
2022-02-15 00:00:00,124.833154842271,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,196315425.61419612
2022-02-16 00:00:00,131.688008088415,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,207095521.92947346
2022-02-17 00:00:00,128.377490695018,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,201889327.8545973
2022-02-18 00:00:00,116.2120025752,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,182757607.75135916
2022-02-19 00:00:00,115.086589876032,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,180987758.44082987
2022-02-20 00:00:00,115.851182504507,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,182190173.99677896
2022-02-21 00:00:00,110.828283231045,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,174291049.68214598
2022-02-22 00:00:00,103.589778410084,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,162907614.27563983
2022-02-23 00:00:00,107.567038931506,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,169162343.58235368
2022-02-24 00:00:00,105.968847841751,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,166648992.34650216
2022-02-25 00:00:00,104.241897639057,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,163933151.63507608
2022-02-26 00:00:00,109.518571858623,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,172231368.1349348
2022-02-27 00:00:00,108.138021205821,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,170060283.14289707
2022-02-28 00:00:00,103.112117637321,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,162156434.2063493
2022-03-01 00:00:00,113.474253965856,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,178452162.74240193
2022-03-02 00:00:00,112.683767852916,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,177209026.51068524
2022-03-03 00:00:00,110.362238061678,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,173558136.5718803
2022-03-04 00:00:00,111.391741427797,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,175177156.70916888
2022-03-05 00:00:00,101.141078975511,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,159056734.49689168
2022-03-06 00:00:00,105.03994374119,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,165188176.87574986
2022-03-07 00:00:00,101.315267983365,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,159330668.04649538
2022-03-08 00:00:00,98.6938585930443,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,155208180.70873567
2022-03-09 00:00:00,100.44701677806,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,157965236.68232888
2022-03-10 00:00:00,106.650338783858,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,167720720.32230312
2022-03-11 00:00:00,102.621996331884,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,161385658.42325687
2022-03-12 00:00:00,104.876201187102,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,164930671.65417984
2022-03-13 00:00:00,105.713137172571,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,166246855.99965107
2022-03-14 00:00:00,101.885382234235,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,160227242.53385556
2022-03-15 00:00:00,105.61805947514,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,166097334.6752788
2022-03-16 00:00:00,106.994530791821,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,168262004.4116273
2022-03-17 00:00:00,111.374995978885,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,175150822.43976414
2022-03-18 00:00:00,110.294028792312,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,173450869.14149824
2022-03-19 00:00:00,112.173803623454,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,176407045.29919264
2022-03-20 00:00:00,115.830382444717,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,182157463.35515788
2022-03-21 00:00:00,114.773677415329,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,180495665.27070606
2022-03-22 00:00:00,116.096891551553,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,182576581.56782082
2022-03-23 00:00:00,122.854369352687,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,193203543.0692287
2022-03-24 00:00:00,122.306334843756,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,192341691.68040502
2022-03-25 00:00:00,126.940930129241,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,199630160.41428533
2022-03-26 00:00:00,124.043931849704,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,195074275.79397357
2022-03-27 00:00:00,124.693112850612,0,0,11825,1560797.48048,0,0,0,0,0,0,0,0,1572622.48048,196095192.429902
2022-03-28 00:00:00,129.128278099124,0,0,11825,1560797.48048,0,0,0,0,0,0,0,18956.66035116,1591579.14083116,205517873.91401085
2022-03-29 00:00:00,127.909294294434,0,0,11825,1560797.48048,0,0,0,0,0,0,0,18956.66035116,1591579.14083116,203577764.71745527
2022-03-30 00:00:00,130.031486629802,0,0,11825,1560797.48048,0,0,0,0,0,0,0,18956.66035116,1591579.14083116,206955401.77125874
2022-03-31 00:00:00,131.034417801512,0,0,11825,1560797.48048,0,0,44960.6783,0,0,0,0,18956.66035116,1636539.81913116,214443042.4088433
2022-04-01 00:00:00,123.62182315975,0,0,11825,1560797.48048,0,0,44960.6783,0,0,0,0,18956.66035116,1636539.81913116,202312036.1145215
2022-04-02 00:00:00,124.861794178815,0,0,11825,1560797.48048,0,0,44960.6783,0,0,0,0,18956.66035116,1636539.81913116,204341298.06179002
2022-04-03 00:00:00,124.890763455303,0,0,11825,1560797.48048,0,0,44960.6783,0,0,0,0,18956.66035116,1636539.81913116,204388707.43629405
2022-04-04 00:00:00,129.006014345346,0,0,11825,1560797.48048,0,0,44960.6783,0,0,0,0,21710.64390149,1639293.8026814898,211478759.82496506
2022-04-05 00:00:00,124.818074853561,0,0,11825,1560797.48048,0,0,44960.6783,0,0,0,0,21710.64390149,1639293.8026814898,204613496.57007685
2022-04-06 00:00:00,123.237691537493,0,0,11825,1560797.48048,0,0,44960.6783,0,0,0,0,21710.64390149,1639293.8026814898,202022783.99418536
2022-04-07 00:00:00,112.340063290627,0,0,11825,1560797.48048,0,0,44960.6783,0,0,0,0,21710.64390149,1639293.8026814898,184158369.54517117
2022-04-08 00:00:00,114.25646832357,0,0,11825,1560797.48048,0,0,44960.6783,0,0,0,0,21710.64390149,1639293.8026814898,187299920.43910226
2022-04-09 00:00:00,110.759906911255,0,0,11825,1560797.48048,0,0,44960.6783,0,0,0,0,21710.64390149,1639293.8026814898,181568028.98519903
2022-04-10 00:00:00,112.868596462321,0,0,11825,1560797.48048,0,0,44960.6783,0,0,0,0,21710.64390149,1639293.8026814898,185024790.69804072
2022-04-11 00:00:00,111.000717381735,0,0,11825,1560797.48048,0,0,44960.6783,0,0,0,0,22591.01210199,1640174.1708819899,182060509.59889328
2022-04-12 00:00:00,102.560502558574,0,0,11825,1560797.48048,0,0,44960.6783,0,0,0,0,22591.01210199,1640174.1708819899,168217087.2492493
2022-04-13 00:00:00,104.950444175413,0,0,11825,1560797.48048,0,0,44960.6783,0,0,0,0,22591.01210199,1640174.1708819899,172137007.75910458
2022-04-14 00:00:00,110.539308304836,0,0,11825,1560797.48048,0,0,44960.6783,0,0,0,0,22591.01210199,1640174.1708819899,181303718.34875304
